500
5
24000
64,50,48,7,80
21,32,78,92,29
93,9,55,7,63
47,22,66,65,77
31,1,2,84,90
40,3,37,92,16
1,84,34,70,63
68,31,96,76,96
37,88,65,6,14
91,34,62,6,86
15,46,90,8,19
40,33,48,44,63
5,66,91,19,20
13,59,28,27,97
98,78,17,74,56
87,84,75,66,25
72,64,89,31,95
6,75,35,19,51
21,56,4,14,83
63,24,71,56,66
76,30,61,8,98
61,34,87,11,48
19,52,3,4,29
74,60,61,65,89
13,39,71,25,98
84,7,24,36,62
76,91,15,89,36
27,82,13,22,40
74,38,56,7,69
44,12,72,4,87
84,2,24,56,90
30,31,72,56,26
39,31,3,71,32
41,54,32,29,38
94,87,8,33,23
53,15,13,6,9
65,53,50,4,47
53,84,14,82,12
34,11,78,39,56
89,13,66,1,90
27,42,22,79,35
88,41,87,28,54
42,27,34,17,59
95,83,30,42,43
27,61,29,93,1
69,2,9,12,96
85,52,95,38,20
35,7,58,92,83
88,53,87,60,18
1,96,21,8,59
17,34,43,62,44
63,92,29,82,58
78,75,68,61,30
44,40,31,81,72
67,52,90,18,50
4,38,95,24,1
75,90,90,57,26
37,30,48,18,86
81,83,55,23,8
40,39,78,46,49
14,63,5,98,20
17,34,66,75,2
48,87,85,62,92
17,55,37,75,86
33,88,14,47,5
1,97,85,50,36
9,87,48,72,75
35,78,67,1,12
68,49,22,10,26
38,83,26,52,13
68,54,6,76,54
29,16,31,20,64
90,15,48,37,13
15,29,10,12,9
61,16,40,3,58
32,34,98,74,56
39,55,63,58,54
46,80,78,58,72
75,90,73,53,21
92,31,25,80,47
17,88,38,84,57
66,3,67,56,25
25,41,62,90,84
43,34,30,89,75
98,66,40,55,14
68,95,86,25,88
14,26,99,7,53
55,12,7,4,48
74,69,35,29,9
62,77,80,89,5
94,31,25,59,88
80,38,69,45,58
44,80,70,85,96
59,50,86,9,67
59,9,17,47,88
54,96,26,94,33
32,74,7,8,71
87,36,91,88,38
81,56,4,71,15
70,89,90,89,87
62,33,62,28,45
24,31,37,17,93
61,21,3,50,9
91,76,28,88,64
69,75,90,20,66
50,76,24,78,93
