500
10
25000
53,50,70,30,64,33,29,5,50,66
63,55,65,91,4,79,72,32,25,59
47,36,93,92,21,1,25,41,99,26
1,58,23,6,67,17,97,15,33,60
67,62,24,56,36,4,45,38,85,51
43,58,7,86,68,16,83,80,93,64
86,2,96,41,42,54,83,44,9,18
20,65,66,17,16,99,29,9,14,36
96,50,45,48,34,63,6,59,95,55
19,54,4,28,9,4,24,65,60,7
57,38,69,96,96,54,95,49,36,22
45,42,12,52,78,47,55,42,67,44
73,26,21,21,74,31,41,38,47,65
86,99,28,41,32,31,38,45,62,65
37,61,48,77,30,3,47,34,61,50
99,11,7,58,92,38,51,33,26,63
9,44,91,8,14,51,47,61,65,14
98,30,90,77,61,26,17,65,39,9
69,43,22,68,11,32,46,35,74,39
23,19,36,61,3,62,28,32,26,73
61,2,36,16,61,70,41,27,57,73
9,3,29,94,38,11,7,66,65,53
72,56,78,7,85,80,68,67,61,52
76,92,78,34,46,62,30,71,31,10
71,21,95,97,75,68,63,28,12,71
9,91,41,23,8,84,10,92,34,28
11,21,15,34,86,45,95,94,69,41
20,80,15,19,5,92,70,79,16,53
53,8,67,47,44,57,19,45,73,66
17,5,16,23,80,85,92,56,88,26
30,58,18,91,75,60,70,33,96,64
62,36,87,43,42,42,65,51,99,42
53,96,79,77,21,26,81,55,27,50
43,75,68,99,71,28,39,62,39,61
2,18,64,96,35,29,72,94,78,6
87,18,60,55,12,23,21,72,96,79
51,72,30,94,17,38,28,79,29,13
4,32,31,90,2,35,40,8,8,67
23,38,79,85,58,57,80,90,81,69
12,23,13,10,6,11,26,6,95,26
51,93,35,16,2,99,2,84,94,98
96,15,45,73,45,53,81,72,4,60
31,57,41,97,64,24,4,99,75,65
80,58,33,7,16,19,80,98,21,26
35,24,62,96,22,88,8,67,5,95
83,77,10,60,12,98,34,82,63,6
38,77,91,55,72,51,60,9,6,46
48,51,65,82,58,64,65,95,81,68
4,26,2,85,38,17,9,32,77,90
84,78,46,36,46,72,73,27,61,14
20,13,65,38,42,97,93,69,47,94
80,80,33,33,40,14,67,3,79,50
92,47,71,64,11,62,30,9,95,39
23,98,28,79,47,25,73,12,93,90
79,36,47,26,95,65,44,12,81,17
1,52,12,6,73,48,79,45,32,92
67,57,79,41,40,34,66,6,83,11
64,96,41,13,80,78,99,74,86,89
99,40,62,62,58,52,89,45,34,27
70,27,69,86,4,45,62,79,55,24
46,99,32,52,16,51,40,98,28,59
42,35,41,46,31,60,30,84,82,38
15,20,13,47,80,33,2,55,48,12
3,58,33,88,61,17,77,19,79,19
10,45,99,13,71,34,6,32,82,58
19,42,1,28,97,92,98,42,31,21
14,58,57,50,16,9,62,11,21,17
52,19,49,62,87,71,50,73,62,79
95,64,91,69,19,71,53,3,9,44
29,97,12,64,50,93,10,26,35,27
16,37,12,38,46,76,93,24,84,26
4,66,78,11,17,11,82,54,46,65
78,36,29,22,80,61,23,27,74,19
28,91,50,38,91,93,69,52,42,73
48,42,95,28,88,84,41,66,15,72
81,52,19,9,45,8,48,53,55,18
88,48,79,8,88,94,2,82,79,52
77,76,13,78,42,19,61,38,65,14
5,87,24,84,35,2,75,31,99,20
67,84,43,16,41,9,48,72,70,75
98,52,96,47,16,9,36,64,62,94
51,81,21,31,59,76,3,90,58,48
37,63,52,99,97,91,31,93,20,35
57,69,79,91,79,25,53,56,63,82
73,96,59,77,98,76,18,5,83,88
26,19,7,91,56,28,31,14,55,13
76,65,48,6,10,3,32,83,43,24
91,98,40,95,54,23,53,13,63,82
42,92,51,11,6,93,73,90,42,36
24,55,85,78,91,40,49,1,49,75
79,52,92,48,84,79,64,99,6,10
82,87,62,91,94,95,66,13,58,36
81,85,90,1,75,58,7,6,71,44
99,2,80,77,97,48,79,38,25,92
89,12,63,76,89,60,36,93,52,74
5,25,29,13,4,33,77,70,43,85
2,54,76,2,79,42,79,13,21,55
2,80,2,8,81,53,93,48,70,11
42,42,74,62,94,96,92,48,14,42
67,41,63,74,25,18,25,9,85,67
75,22,82,73,67,34,94,20,41,10
63,23,68,65,16,39,92,80,11,83
96,31,94,35,82,90,68,42,10,81
83,23,21,14,64,23,87,73,56,82
63,76,28,66,5,78,58,1,13,14
52,58,34,28,34,47,81,36,94,60
9,89,28,21,55,69,96,83,50,31
83,17,16,72,21,77,78,40,17,12
24,82,6,7,43,92,34,56,91,34
36,97,30,8,18,56,41,52,12,8
67,81,94,33,76,71,1,94,31,15
32,72,14,89,16,57,75,57,20,15
4,22,79,6,28,32,55,33,81,31
94,3,95,1,82,71,35,76,62,46
21,67,37,8,51,92,29,26,50,94
33,31,23,53,58,11,68,17,89,40
72,6,97,29,77,32,48,82,49,25
33,23,38,95,13,62,56,9,88,90
67,60,52,15,44,12,8,89,3,13
73,22,8,55,51,7,64,45,93,70
24,31,34,80,42,47,40,16,13,39
37,96,60,35,76,15,23,2,83,27
59,94,52,20,86,59,43,41,23,45
8,54,21,11,18,98,79,87,67,17
17,52,86,43,54,55,64,91,48,90
47,9,51,13,90,8,16,38,5,27
63,20,20,23,60,18,69,31,13,89
28,99,46,20,74,65,64,41,27,38
98,31,16,79,63,27,47,36,96,48
4,50,67,86,96,75,81,48,94,6
57,99,31,69,22,8,2,50,25,77
8,36,87,53,61,53,34,51,31,61
78,1,76,40,20,33,23,90,9,66
94,80,87,9,68,12,95,1,56,90
82,26,82,30,93,54,50,36,5,95
72,68,56,89,57,40,26,47,64,70
16,52,18,25,32,67,27,26,92,59
35,29,28,79,77,72,86,64,25,17
39,78,21,99,46,14,7,61,96,33
59,94,80,23,52,88,67,55,34,87
45,59,18,45,56,62,1,19,13,94
83,93,10,66,52,38,37,40,43,91
41,3,82,57,74,47,94,34,96,24
60,79,53,63,18,19,70,20,25,4
52,83,15,33,43,43,36,58,95,2
59,9,56,18,77,53,37,90,10,77
99,60,23,45,88,12,51,66,56,12
11,68,75,2,55,44,47,35,20,14
71,66,37,75,97,74,83,47,52,6
4,6,3,71,31,93,59,7,90,22
85,93,57,14,49,36,3,30,30,65
2,37,1,25,94,98,51,74,32,75
96,54,93,77,14,76,52,70,45,34
97,6,99,56,75,26,13,91,89,9
34,8,87,88,13,63,5,76,4,14
67,93,98,80,59,87,32,19,71,67
19,27,40,94,86,73,54,99,6,69
95,82,51,1,26,25,81,6,92,35
58,51,27,55,18,72,15,10,56,79
48,33,57,37,12,62,7,64,70,4
69,94,23,37,67,21,72,69,34,12
5,97,28,63,79,46,50,96,15,23
72,68,58,78,87,7,65,40,6,31
42,21,29,17,2,38,76,43,77,42
55,72,79,63,62,59,95,54,23,77
45,17,83,9,38,5,67,50,62,39
89,3,99,98,63,81,67,96,93,90
23,93,98,95,81,14,3,32,10,95
54,90,34,15,39,7,46,4,14,59
7,44,80,29,40,93,74,42,86,76
67,4,53,57,85,66,10,56,92,28
40,10,1,23,60,58,43,90,58,71
73,68,11,97,59,11,32,26,4,42
34,38,91,28,31,44,30,14,71,59
19,81,96,8,31,10,64,58,11,33
80,33,96,8,48,18,93,27,9,23
7,12,24,65,64,9,40,43,56,47
11,61,75,76,7,73,43,87,47,91
69,83,91,43,76,96,85,81,73,3
42,64,99,24,51,61,32,98,1,22
75,47,9,56,83,67,78,98,98,8
24,51,27,77,5,87,15,1,2,8
79,60,45,92,84,98,82,24,79,26
52,39,40,61,15,38,94,98,59,21
51,61,51,39,99,74,70,92,16,48
12,53,12,37,73,36,19,41,6,88
53,71,34,92,82,6,2,78,31,23
8,15,17,9,23,41,41,52,11,42
16,1,4,46,77,45,41,88,8,68
21,32,92,16,25,73,5,66,44,38
62,60,59,84,61,20,90,40,10,11
99,58,73,15,42,35,45,7,77,79
31,32,40,89,94,54,79,87,67,11
22,45,83,58,14,13,54,59,89,18
30,75,70,43,13,73,49,44,52,67
67,98,60,12,49,39,61,75,39,3
24,42,31,62,34,81,3,45,36,38
43,36,39,67,62,80,56,58,32,63
56,38,79,5,17,29,55,57,77,17
70,34,5,63,9,44,27,94,62,1
22,64,74,21,53,50,57,82,35,77
97,58,74,74,10,30,2,47,45,72
19,5,1,56,49,4,8,24,70,65
33,77,76,27,88,4,96,12,59,29
34,40,53,18,23,83,36,63,29,61
4,27,62,48,81,31,93,87,68,25
4,45,49,6,40,79,19,40,62,65
87,7,99,99,18,72,86,28,59,95
29,36,18,57,34,67,38,75,31,44
46,20,60,85,92,61,36,14,98,82
19,22,92,25,19,50,82,3,28,72
92,13,89,47,68,9,14,83,8,34
56,4,43,39,43,59,46,12,75,73
13,14,90,53,70,83,72,21,27,19
28,66,18,20,21,88,49,82,64,23
64,66,30,66,79,63,20,27,44,61
66,53,71,31,20,57,36,59,3,74
14,75,86,22,31,62,95,17,36,61
66,88,70,66,85,33,63,14,79,86
48,15,33,95,77,26,14,90,10,22
78,28,2,77,65,95,14,99,61,98
88,20,18,89,49,11,85,79,7,31
54,18,76,93,82,36,64,48,52,70
63,58,34,70,63,29,3,3,83,51
94,21,49,54,48,55,75,80,17,4
17,50,21,67,48,63,93,60,75,75
39,71,74,29,36,81,58,13,52,32
35,38,74,95,21,5,34,52,7,99
6,39,93,55,16,45,84,16,56,90
98,41,5,39,96,44,36,62,52,25
96,65,67,13,63,12,16,43,32,81
66,96,60,28,47,95,37,20,9,50
72,66,17,89,85,98,26,71,9,2
76,76,30,60,66,80,26,83,9,27
91,19,62,67,42,65,83,39,53,17
85,16,66,36,20,82,43,77,7,96
64,97,26,56,24,42,24,77,79,95
27,80,63,55,91,4,44,38,72,31
6,5,21,20,60,38,72,20,13,31
22,71,77,59,61,97,80,60,85,43
31,68,49,43,97,93,8,10,38,79
69,89,62,93,25,33,33,26,93,2
16,26,97,12,86,55,21,80,41,22
30,81,55,62,41,82,63,32,55,62
94,67,90,98,20,34,50,23,94,37
20,37,59,69,33,16,6,63,21,12
84,95,18,31,72,13,43,1,33,72
95,15,61,4,13,76,63,51,33,25
92,67,92,64,95,40,43,39,54,29
31,37,15,26,39,80,61,28,32,79
47,65,36,12,86,64,42,73,29,57
93,44,93,81,91,78,41,63,33,22
81,21,22,82,54,83,6,94,86,75
82,22,51,71,64,41,16,71,8,73
67,29,56,7,23,69,10,47,80,62
41,46,48,70,33,81,54,33,52,79
88,84,69,9,67,84,3,64,86,37
72,1,29,80,9,40,10,96,68,74
70,37,86,13,92,78,64,88,57,57
7,43,66,82,1,72,77,80,79,37
35,89,40,7,83,62,13,37,72,3
35,24,73,13,57,10,10,70,91,67
12,67,79,99,67,74,64,33,78,47
25,59,53,28,18,2,89,90,33,36
43,89,82,92,28,28,29,55,40,23
77,53,62,99,77,89,90,22,43,21
45,41,37,49,70,79,58,32,53,11
27,42,65,40,62,34,81,41,15,89
80,68,49,27,73,43,43,52,31,38
67,58,41,83,26,17,61,68,70,26
12,29,12,20,23,32,77,41,35,3
63,16,17,86,60,66,68,8,14,16
94,18,3,18,30,67,44,91,1,22
5,56,72,34,51,24,68,23,43,68
41,49,24,37,9,67,64,33,6,23
24,71,11,35,84,83,81,46,55,52
68,56,53,26,32,64,50,48,7,80
90,1,39,90,67,21,32,78,92,29
97,66,38,89,35,93,9,55,7,63
66,41,2,49,8,47,22,66,65,77
15,25,9,19,3,31,1,2,84,90
19,42,14,54,65,40,3,37,92,16
55,13,97,5,27,1,84,34,70,63
91,54,43,28,94,68,31,96,76,96
99,15,39,12,52,37,88,65,6,14
12,81,32,81,12,91,34,62,6,86
73,99,38,77,41,15,46,90,8,19
52,11,72,11,79,40,33,48,44,63
24,21,20,66,54,5,66,91,19,20
46,45,80,79,34,13,59,28,27,97
65,88,72,51,31,98,78,17,74,56
48,44,29,89,72,87,84,75,66,25
19,55,72,83,13,72,64,89,31,95
35,21,37,87,35,6,75,35,19,51
19,17,85,42,6,21,56,4,14,83
67,23,43,44,56,63,24,71,56,66
99,2,19,74,89,76,30,61,8,98
99,50,94,29,95,61,34,87,11,48
11,23,24,20,94,19,52,3,4,29
50,74,23,93,64,74,60,61,65,89
34,42,95,7,88,13,39,71,25,98
66,55,39,43,4,84,7,24,36,62
74,25,63,92,36,76,91,15,89,36
64,56,30,5,44,27,82,13,22,40
8,90,6,12,90,74,38,56,7,69
18,43,7,4,2,44,12,72,4,87
77,81,32,65,35,84,2,24,56,90
92,74,10,85,83,30,31,72,56,26
85,51,29,71,59,39,31,3,71,32
43,71,13,40,50,41,54,32,29,38
63,24,39,78,10,94,87,8,33,23
70,42,8,5,71,53,15,13,6,9
13,71,24,42,98,65,53,50,4,47
18,39,6,87,47,53,84,14,82,12
28,79,98,41,35,34,11,78,39,56
77,8,34,31,63,89,13,66,1,90
94,25,58,76,88,27,42,22,79,35
47,61,58,37,15,88,41,87,28,54
77,8,7,99,80,42,27,34,17,59
4,96,48,18,88,95,83,30,42,43
12,89,57,14,97,27,61,29,93,1
17,56,5,62,65,69,2,9,12,96
84,70,5,53,15,85,52,95,38,20
72,61,86,90,12,35,7,58,92,83
69,50,15,40,77,88,53,87,60,18
45,39,56,76,17,1,96,21,8,59
51,17,9,62,7,17,34,43,62,44
33,33,86,45,17,63,92,29,82,58
14,63,75,8,40,78,75,68,61,30
99,14,72,32,34,44,40,31,81,72
49,62,97,17,53,67,52,90,18,50
36,12,64,58,67,4,38,95,24,1
97,42,12,14,81,75,90,90,57,26
35,56,81,11,9,37,30,48,18,86
80,17,70,93,24,81,83,55,23,8
94,42,69,68,17,40,39,78,46,49
38,96,92,9,82,14,63,5,98,20
25,23,23,49,73,17,34,66,75,2
80,10,13,15,91,48,87,85,62,92
18,58,80,14,22,17,55,37,75,86
90,82,34,97,13,33,88,14,47,5
63,95,83,71,88,1,97,85,50,36
55,69,99,16,75,9,87,48,72,75
44,98,2,92,31,35,78,67,1,12
93,68,78,22,10,68,49,22,10,26
48,71,71,96,4,38,83,26,52,13
68,93,45,54,65,68,54,6,76,54
53,15,89,50,96,29,16,31,20,64
15,83,86,53,14,90,15,48,37,13
79,16,63,98,60,15,29,10,12,9
4,41,18,78,69,61,16,40,3,58
95,57,97,39,46,32,34,98,74,56
95,42,64,12,56,39,55,63,58,54
19,19,37,35,31,46,80,78,58,72
58,12,36,20,6,75,90,73,53,21
58,78,1,65,68,92,31,25,80,47
9,54,88,70,97,17,88,38,84,57
31,86,18,17,91,66,3,67,56,25
37,51,4,48,14,25,41,62,90,84
26,34,58,24,89,43,34,30,89,75
54,83,63,35,70,98,66,40,55,14
69,22,82,79,16,68,95,86,25,88
15,85,17,16,42,14,26,99,7,53
75,9,21,91,93,55,12,7,4,48
81,33,23,75,83,74,69,35,29,9
66,47,84,83,93,62,77,80,89,5
21,45,80,1,23,94,31,25,59,88
27,75,5,36,62,80,38,69,45,58
87,13,2,53,14,44,80,70,85,96
19,72,10,43,22,59,50,86,9,67
33,8,21,27,20,59,9,17,47,88
64,75,11,64,13,54,96,26,94,33
20,80,93,94,19,32,74,7,8,71
70,99,37,26,93,87,36,91,88,38
26,20,89,80,90,81,56,4,71,15
68,48,95,82,27,70,89,90,89,87
5,71,16,53,21,62,33,62,28,45
10,78,35,37,28,24,31,37,17,93
49,94,54,48,77,61,21,3,50,9
38,50,40,6,97,91,76,28,88,64
25,10,43,80,98,69,75,90,20,66
90,95,18,83,9,50,76,24,78,93
